"","org_name","funding_type","transaction_amount_usd","funding_date","diversity","transaction_name","org_industry","org_location","org_revenue_range","total_raised_usd","lead_investors","num_investors","cb_rank","women_founded_led","black_founded_led","hispanic_latinx_founded_led","s_asian_founded_led","se_asian_founded_led","e_asian_founded_led","m_eastern_n_african_founded_led","indigenous_founded_led","region","vertical_finance","vertical_health","vertical_transport","vertical_tech","vertical_software","vertical_ecommerce"
"13111","CareerLark","Seed",1e+06,"2016","Women Founded, Women Led","Seed Round - CareerLark","Apps, Human Resources, Real Time, Software","California","Less than $1M",1050000,NA,4,177669,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13112","Resonance Medical","Seed",8e+05,"2016","Women Founded","Seed Round - Resonance Medical","Embedded Software, Medical Device, Neuroscience","Illinois","Less than $1M",1285000,NA,NA,282832,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13113","Hormones & Me","Seed",1e+05,"2016",NA,"Seed Round - Hormones & Me","Biotechnology, Health Care, Medical","Texas",NA,3e+05,NA,NA,282857,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13114","Accuronix Therapeutics","Seed",625000,"2016",NA,"Seed Round - Accuronix Therapeutics","Biotechnology, Health Care, Therapeutics","Missouri","Less than $1M",625000,NA,2,180586,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"13115","HowFactory","Seed",310000,"2016","Women Founded","Seed Round - HowFactory","Computer, Information Services, Information Technology, SaaS, Software","North Carolina","Less than $1M",555000,NA,NA,181343,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13116","Grace","Seed",2e+06,"2016","Women Founded","Seed Round - Grace","Elder Care, Funerals, Health Care","California","$1M to $10M",2e+06,NA,3,171156,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13117","Davi Audio","Seed",490000,"2016",NA,"Seed Round - Davi Audio","CRM, Electronics, Hardware, Information Technology","Florida","$1M to $10M",490000,NA,NA,291596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13118","SportShout","Seed",1e+05,"2016",NA,"Seed Round - SportShout","Apps, Social Media, Sports","Georgia",NA,1e+05,NA,NA,294638,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13119","Vayu","Seed",25000,"2016",NA,"Seed Round - Vayu","Aerospace, Drones, Innovation Management, Logistics, mHealth","Michigan","Less than $1M",1125000,NA,2,295311,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"13120","Qvolve","Seed",140000,"2016",NA,"Seed Round - Qvolve","Medical, Property Management, Software","Michigan","$1M to $10M",575000,NA,NA,295502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13121","Sankalpa","Seed",107500,"2016","Women Founded","Seed Round - Sankalpa","Crowdsourcing, E-Commerce","California","Less than $1M",197500,NA,NA,297320,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13122","Authorea","Seed",1640000,"2016",NA,"Seed Round - Authorea","Collaboration, Life Science, Publishing, Software","New York","$1M to $10M",2283000,NA,9,302679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13123","Till Mobile","Seed",1e+05,"2016",NA,"Seed Round - Till Mobile","Big Data, Business Intelligence, Software","California","Less than $1M",1550000,NA,1,236934,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13124","Traffic Roots","Seed",250000,"2016",NA,"Seed Round - Traffic Roots","A/B Testing, Ad Network, Advertising, Advertising Platforms","California",NA,250000,NA,1,191597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13125","MetaBrite","Seed",4825000,"2016",NA,"Seed Round - MetaBrite","Analytics, Business Intelligence, Consumer, Information Technology","Washington","$1M to $10M",18076966,NA,NA,238593,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13126","Insurify","Seed",2e+06,"2016","Women Founded, Women Led","Seed Round - Insurify","Artificial Intelligence, Auto Insurance, InsurTech, Price Comparison","Massachusetts","$1M to $10M",29600000,"Rationalwave Capital Partners",1,240474,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13127","nference","Seed",3e+06,"2016",NA,"Seed Round - nference","Artificial Intelligence, Health Care, Machine Learning, Pharmaceutical","Massachusetts","$1M to $10M",7.4e+07,NA,2,264668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13128","Paradime","Seed",120000,"2016","Women Founded","Seed Round - Paradime","Apps, Auctions, Consumer, Crowdsourcing, E-Commerce, Shopping","Washington",NA,120000,NA,NA,169708,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"13129","Versago Vascular Access","Seed",1650000,"2016","Women Founded, Women Led","Seed Round - Versago Vascular Access","Information Services, Information Technology, Web Design","Massachusetts","Less than $1M",1650000,NA,1,169975,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13130","Dibs Technology","Seed",1e+06,"2016","Black / African American Founded, Women Founded, Women Led","Seed Round - Dibs Technology","Fitness, Health Care, Software, Wellness","New York","$1M to $10M",1e+06,NA,3,181992,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13131","Trupik","Seed",305000,"2016",NA,"Seed Round - Trupik","3D Technology, Artificial Intelligence, E-Commerce, Fashion, Real Time","California","Less than $1M",1310000,NA,NA,266728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"13132","Sixup","Seed",5e+06,"2016",NA,"Seed Round - Sixup","Big Data, EdTech, FinTech, Impact Investing","California","$1M to $10M",55250000,"Rethink Education",5,267175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13133","DocFlight","Seed",40000,"2016","Women Founded","Seed Round - DocFlight","Health Care, Medical","New York","$1M to $10M",325000,NA,1,277878,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13134","Made LA Co.","Seed",50000,"2016",NA,"Seed Round - Made LA Co.","Online Auctions, Shopping, Wearables","California",NA,50000,NA,1,278210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13135","Docent Health","Seed",2100000,"2016",NA,"Seed Round - Docent Health","Health Care, Hospital, Medical","Massachusetts","$1M to $10M",17100000,NA,3,184575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13136","ThayerMahan","Seed",1e+06,"2016",NA,"Seed Round - ThayerMahan","Information Technology, Robotics","Connecticut","$1M to $10M",1.1e+07,NA,NA,184892,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13137","Digital Mailbox, Inc.","Seed",25000,"2016",NA,"Seed Round - Digital Mailbox, Inc.","Email, Information Technology, Internet, Mobile Devices, Software","New York",NA,25000,NA,1,184935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13138","Quantified Vapor","Seed",20000,"2016",NA,"Seed Round - Quantified Vapor","Electronics, Enterprise Applications, Tobacco","California",NA,70000,NA,1,279240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13139","VICIS","Seed",8e+06,"2016",NA,"Seed Round - VICIS","Manufacturing, Sporting Goods, Sports","Washington","$10M to $50M",72511322,NA,2,279370,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13140","BeON Home","Seed",2900000,"2016",NA,"Seed Round - BeON Home","Consumer Electronics, Elder Care, Hardware, Security, Sensor, Software","Massachusetts","Less than $1M",4625000,"Jopeko LLC",1,193865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13141","Esports Hero Inc.","Seed",1e+06,"2016",NA,"Seed Round - Esports Hero Inc.","Enterprise Software, Internet, Video Games","New York","$1M to $10M",1050000,NA,NA,194419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13142","tagMonkey","Pre-Seed",125000,"2016",NA,"Pre Seed Round - tagMonkey","Internet of Things, RFID, Software","California","Less than $1M",125000,"500 Startups",1,206599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13143","Lexumo","Seed",4890000,"2016",NA,"Seed Round - Lexumo","Cloud Security, Cyber Security, Enterprise Software, Security, Software","Massachusetts",NA,4890000,".406 Ventures",2,206622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13144","First Stop Health","Seed",2100000,"2016",NA,"Seed Round - First Stop Health","Health Care, Hospital, Medical","Illinois","$10M to $50M",13050000,"Patrick Spain",2,347076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13145","Levvel","Seed",2e+06,"2016",NA,"Seed Round - Levvel","Consulting, Information Technology, Management Consulting","North Carolina","$10M to $50M",6500000,NA,1,292810,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13146","Banki","Seed",15000,"2016","Women Founded","Seed Round - Banki","Financial Services, FinTech, Internet, Peer to Peer, Transaction Processing","New York",NA,15000,NA,NA,347592,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13147","Slantrange","Seed",2714036,"2016",NA,"Seed Round - Slantrange","Agriculture, Analytics, Robotics, Software","California","$1M to $10M",8514036,NA,1,347676,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13148","DataStack","Seed",20000,"2016",NA,"Seed Round - DataStack","Analytics, Big Data, Enterprise Software","California","$10M to $50M",20000,NA,NA,348425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13149","Healthiest, Inc.","Seed",270000,"2016","Women Founded, Women Led","Seed Round - Healthiest, Inc.","E-Commerce, Health Care, Information Technology, Wellness","California","$1M to $10M",360000,NA,1,349563,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"13150","Smart Software Testing Solutions","Seed",1e+06,"2016",NA,"Seed Round - Smart Software Testing Solutions","Computer, Mobile, Software","California","$1M to $10M",1e+06,"YourNest Venture Capital",1,349824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13151","Bar Stars","Seed",25000,"2016",NA,"Seed Round - Bar Stars","Advertising Platforms, Apps, Location Based Services, Mobile","New York","Less than $1M",25000,NA,NA,294098,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13152","PathSource","Seed",650000,"2016",NA,"Seed Round - PathSource","Human Resources, Software","California","$1M to $10M",650000,NA,NA,351114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13153","Insurance Social Media","Seed",40000,"2016",NA,"Seed Round - Insurance Social Media","Insurance, Social Media, Social Media Marketing","California",NA,40000,NA,1,352421,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13154","WhatsGood","Seed",841857,"2016",NA,"Seed Round - WhatsGood","E-Commerce, Food Delivery, Grocery","Rhode Island",NA,1666857,NA,NA,296507,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13155","Infinite Recovery Holdings","Seed",650000,"2016","Women Founded","Seed Round - Infinite Recovery Holdings","Health Care, Medical, Rehabilitation","Texas","$1M to $10M",1705000,NA,NA,353224,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13156","Guiding Technologies","Seed",270000,"2016",NA,"Seed Round - Guiding Technologies","Information Services, Information Technology, Software","Pennsylvania","Less than $1M",370000,NA,1,354131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13157","yoPay","Seed",550000,"2016",NA,"Seed Round - yoPay","Financial Services, Payments","New Jersey",NA,550000,NA,NA,300058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13158","Clear Software","Seed",1525000,"2016",NA,"Seed Round - Clear Software","Enterprise Applications, Enterprise Software, Service Industry, Software","Indiana","Less than $1M",5525000,"MK Capital",5,359076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13159","Qwire Inc.","Seed",8e+06,"2016",NA,"Seed Round - Qwire Inc.","Cloud Computing, Information Technology, Music, Software, Video","New York","$1M to $10M",10500000,NA,NA,150671,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13160","Parlo","Seed",3100000,"2016",NA,"Seed Round - Parlo","Artificial Intelligence, Enterprise Software, Mobile","California",NA,3100000,NA,NA,153114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13161","Green Gorilla","Seed",2500000,"2016",NA,"Seed Round - Green Gorilla","Cannabis, Health Care, Medical","California","Less than $1M",2512500,NA,NA,119547,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13162","ManagedApps","Seed",50000,"2016",NA,"Seed Round - ManagedApps","Android, Information Technology, Mobile","New York","$1M to $10M",50000,NA,1,121184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13163","TripCloud","Seed",50000,"2016",NA,"Seed Round - TripCloud","Small and Medium Businesses, Tourism, Travel","California","$1M to $10M",130000,NA,1,121817,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"13164","ServeAnywhere","Seed",250000,"2016",NA,"Seed Round - ServeAnywhere","Education, Food and Beverage, Hospitality, Hotel, Restaurants","Florida",NA,250000,NA,1,122171,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13165","RedLock","Seed",4e+06,"2016",NA,"Seed Round - RedLock","Cloud Data Services, Cyber Security, Enterprise Software, Network Security, Software","California","$10M to $50M",1.2e+07,NA,5,122204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13166","AppBugs","Seed",7e+05,"2016",NA,"Seed Round - AppBugs","Apps, Computer, Software","Washington","Less than $1M",7e+05,NA,NA,157890,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13167","HCA","Seed",1250000,"2016",NA,"Seed Round - HCA","Health Care, Information Technology, Travel","California",NA,1600000,NA,1,122737,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"13168","Hawkeye Innovations Inc.","Seed",15000,"2016",NA,"Seed Round - Hawkeye Innovations Inc.","Internet of Things, Security, Smart Building","California",NA,15000,NA,1,158775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13169","Dashride","Seed",750000,"2016",NA,"Seed Round - Dashride","Public Transportation, Railroad, Software, Transportation","New York","Less than $1M",1505000,NA,NA,158828,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"13170","Engagedly","Seed",250000,"2016",NA,"Seed Round - Engagedly","Education, Human Resources, Information Technology, SaaS","Missouri","$1M to $10M",1450000,NA,NA,158938,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"13171","QuantConnect","Seed",960000,"2016",NA,"Seed Round - QuantConnect","Enterprise Software, Finance, FinTech, Stock Exchanges","New York","$1M to $10M",1e+06,NA,NA,123405,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13172","Yourder (Acquired)","Seed",1e+05,"2016",NA,"Seed Round - Yourder (Acquired)","Food and Beverage, Hospitality, Mobile Payments","California",NA,1e+05,NA,NA,107060,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13173","Silk Labs","Seed",2525000,"2016",NA,"Seed Round - Silk Labs","Artificial Intelligence, Internet of Things, Machine Learning","California",NA,2525000,"Harrison Metal",7,159195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13174","Coin Out","Seed",650000,"2016",NA,"Seed Round - Coin Out","E-Commerce, Financial Services, FinTech, Mobile Payments, Payments","New York","Less than $1M",2654973,NA,1,124159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"13175","Human Interest","Seed",3600000,"2016",NA,"Seed Round - Human Interest","Employee Benefits, Financial Services, FinTech, Retirement","California","$1M to $10M",81700000,"SV Angel, Uncork Capital",9,126116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13176","Barley + Oats","Pre-Seed",50000,"2016","Women Founded","Pre Seed Round - Barley + Oats","Delivery, Food and Beverage, Food Processing, Health Care","New York","$1M to $10M",130000,"SOSV",2,126328,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"13177","Allbirds","Seed",2700000,"2016",NA,"Seed Round - Allbirds","E-Commerce, Fashion, Manufacturing, Shoes, Shopping","California","$50M to $100M",202450000,"Lerer Hippeau",10,161020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"13178","The Helper Bees","Seed",20000,"2016",NA,"Seed Round - The Helper Bees","Elder Care, Health Care, Home Health Care, Insurance, InsurTech, Life Insurance","Texas","$1M to $10M",6120000,NA,2,126903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"13179","Wiper","Seed",2e+06,"2016",NA,"Seed Round - Wiper","Bitcoin, Film, Messaging, Music, Video, VoIP","New York",NA,4500000,NA,1,161351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13180","FableLabs","Seed",3200000,"2016",NA,"Seed Round - FableLabs","Casual Games, EBooks, Enterprise Software, Mobile Apps, Mobile Devices, Publishing","California","Less than $1M",6200000,NA,NA,161437,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"13181","Snapwave","Pre-Seed",55000,"2016",NA,"Pre Seed Round - Snapwave","Big Data, Content Marketing, Music, Music Streaming, Photo Sharing","California",NA,242000,"Project Music",1,161705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13182","LimitScreen Inc","Seed",1900000,"2016","Women Founded","Seed Round - LimitScreen Inc","Automotive, Consumer Electronics, Health Care","New York",NA,1900000,NA,7,108280,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"13183","The 110","Seed",1e+05,"2016","Women Founded, Women Led","Seed Round - The 110","E-Commerce, Shopping","Utah",NA,1e+05,NA,NA,127950,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"13184","Zcash","Seed",1e+06,"2016",NA,"Seed Round - Zcash","Bitcoin, Blockchain, Cryptocurrency, Payments, Privacy","Colorado","$1M to $10M",1e+06,NA,5,128808,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"13185","Otto Radio, Inc.","Seed",3e+06,"2016",NA,"Seed Round - Otto Radio, Inc.","Automotive, Content Discovery, News, Podcast","California","Less than $1M",3500000,NA,3,163612,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"13186","Gremlin","Seed",1250000,"2016",NA,"Seed Round - Gremlin","PaaS, SaaS, Software","California","$1M to $10M",2.8e+07,"Amplify Partners",1,163891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13187","SelfMade","Seed",3e+06,"2016",NA,"Seed Round - SelfMade","Computer, Internet, Internet of Things","New York","$1M to $10M",1.6e+07,"Primary Venture Partners",2,110146,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13188","VoiceVibes, Inc.","Pre-Seed",118000,"2016","Women Founded","Pre Seed Round - VoiceVibes, Inc.","Analytics, Artificial Intelligence, Training","Maryland","$1M to $10M",1145000,NA,NA,131512,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13189","CAVEWIRE","Seed",4e+05,"2016",NA,"Seed Round - CAVEWIRE","Computer, Internet, Software","California","Less than $1M",866000,NA,NA,132277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13190","WigWag","Seed",3175436,"2016",NA,"Seed Round - WigWag","Internet of Things, Open Source, Smart Building","Texas","$1M to $10M",4275436,"Hone Capital",1,167467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"13191","AidZen LLC","Seed",250000,"2016",NA,"Seed Round - AidZen LLC","Enterprise Software, Health Care, Service Industry","Illinois",NA,250000,NA,NA,111002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"13192","Proxidyne","Seed",860000,"2016",NA,"Seed Round - Proxidyne","Internet of Things, Mobile Apps, Retail Technology, Wireless","Illinois","$1M to $10M",860000,NA,NA,134291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"13193","Qapital","Seed",3500000,"2016","Women Founded","Seed Round - Qapital","Apps, Banking, FinTech, Personal Finance","New York","$1M to $10M",47300000,"Industrifonden",5,175647,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"13194","Bellwether Coffee","Seed",6e+06,"2016",NA,"Seed Round - Bellwether Coffee","Coffee, Commercial, Food and Beverage, Information Technology, Software","California","$1M to $10M",58175000,NA,NA,176031,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
